"agent","agent_is","weight","hierarchy_belongs","source"
"S3FD","DeepNN","1","AI","S3FD"
"Anchor-based","DeepNN","1","AI","Anchor-based"
"HyperFace-ResNet","DeepNN","1","AI","HyperFace-ResNet"
"LRN + RSA","DeepNN","1","AI","LRN + RSA"
"FaceBoxes","DeepNN","1","AI","FaceBoxes"
"STN","DeepNN","1","AI","STN"
"DPM","DeepNN","1","AI","DPM"
"Conv3D","DeepNN","1","AI","Conv3D"
"DSFD","DeepNN","1","AI","DSFD"
"PyramidBox","DeepNN","1","AI","PyramidBox"
"FDNet","DeepNN","1","AI","FDNet"
"Face R-FCN","DeepNN","1","AI","Face R-FCN"
"Massively-large receptive fields","DeepNN","1","AI","Massively-large receptive fields"
"CMS-RCNN","DeepNN","1","AI","CMS-RCNN"
"Multitask Cascade CNN","DeepNN","1","AI","Multitask Cascade CNN"
"LDCF+","DeepNN","1","AI","LDCF+"
"Faceness-WIDER","DeepNN","1","AI","Faceness-WIDER"
"Multiscale Cascade CNN","DeepNN","1","AI","Multiscale Cascade CNN"
"ACF-WIDER","DeepNN","1","AI","ACF-WIDER"
"Two-stage CNN","DeepNN","1","AI","Two-stage CNN"
"MSCNN","DeepNN","1","AI","MSCNN"
"HyperFace","DeepNN","1","AI","HyperFace"
"AIM + CAFR","DeepNN","1","AI","AIM + CAFR"
"OE-CNN","DeepNN","1","AI","OE-CNN"
"Light CNN","DeepNN","1","AI","Light CNN"
"DeepVisage","DeepNN","1","AI","DeepVisage"
"MFM-CNN","DeepNN","1","AI","MFM-CNN"
"SE-GV-3","DeepNN","1","AI","SE-GV-3"
"GhostVLAD, SE-GV-3","DeepNN","1","AI","GhostVLAD, SE-GV-3"
"SRGAN + Residual-in-Residual Dense Block","DeepNN","1","AI","SRGAN + Residual-in-Residual Dense Block"
"ProSR","DeepNN","1","AI","ProSR"
"RCAN","DeepNN","1","AI","RCAN"
"EDSR","DeepNN","1","AI","EDSR"
"RDN","DeepNN","1","AI","RDN"
"SRFBN","DeepNN","1","AI","SRFBN"
"Manifold Simplification","DeepNN","1","AI","Manifold Simplification"
"CARN","DeepNN","1","AI","CARN"
"SRRAM","DeepNN","1","AI","SRRAM"
"BSRN","DeepNN","1","AI","BSRN"
"SRMDNF","DeepNN","1","AI","SRMDNF"
"ENet-E","DeepNN","1","AI","ENet-E"
"RL-CSC","DeepNN","1","AI","RL-CSC"
"SESR","DeepNN","1","AI","SESR"
"IDN","DeepNN","1","AI","IDN"
"LapSRN","DeepNN","1","AI","LapSRN"
"DnCNN-3","DeepNN","1","AI","DnCNN-3"
"DSRN","DeepNN","1","AI","DSRN"
"D-DBPN","DeepNN","1","AI","D-DBPN"
"PFF","DeepNN","1","AI","PFF"
"SRResNet","DeepNN","1","AI","SRResNet"
" LapSR","DeepNN","1","AI"," LapSR"
"DRCN","DeepNN","1","AI","DRCN"
"ZSSR","DeepNN","1","AI","ZSSR"
"IA","DeepNN","1","AI","IA"
"MSSRNet","DeepNN","1","AI","MSSRNet"
"TNRD","DeepNN","1","AI","TNRD"
"4PP-EUSR","DeepNN","1","AI","4PP-EUSR"
"SPMC","DeepNN","1","AI","SPMC"
"FAFR*","DeepNN","1","AI","FAFR*"
"JMPF+","DeepNN","1","AI","JMPF+"
"Deep Mean-Shift Priors","DeepNN","1","AI","Deep Mean-Shift Priors"
"SFT-GAN","DeepNN","1","AI","SFT-GAN"
"SRGAN","DeepNN","1","AI","SRGAN"
"nearest neighbors","DeepNN","1","AI","nearest neighbors"
"Perceptual Loss","DeepNN","1","AI","Perceptual Loss"
"FARF*","DeepNN","1","AI","FARF*"
"FALSR-A ","DeepNN","1","AI","FALSR-A "
"Variational graph auto-encoders","DeepNN","1","AI","Variational graph auto-encoders"
"ComplEx-N3 (reciprocal)","DeepNN","1","AI","ComplEx-N3 (reciprocal)"
"ConvE","DeepNN","1","AI","ConvE"
"M3GM","DeepNN","1","AI","M3GM"
"TuckER","DeepNN","1","AI","TuckER"
"HypER","DeepNN","1","AI","HypER"
"M-Walk","DeepNN","1","AI","M-Walk"
"SimplE","DeepNN","1","AI","SimplE"
"Inverse Model","DeepNN","1","AI","Inverse Model"
"ANALOGY","DeepNN","1","AI","ANALOGY"
"ComplEx","DeepNN","1","AI","ComplEx"
"DistMult","DeepNN","1","AI","DistMult"
"Gaifman","DeepNN","1","AI","Gaifman"
"SMT + NMT (tuning and joint refinement)","DeepNN","1","AI","SMT + NMT (tuning and joint refinement)"
"MLM pretraining for encoder and decoder","DeepNN","1","AI","MLM pretraining for encoder and decoder"
"SMT as posterior regularization","DeepNN","1","AI","SMT as posterior regularization"
"PBSMT + NMT","DeepNN","1","AI","PBSMT + NMT"
"Synthetic bilingual data init","DeepNN","1","AI","Synthetic bilingual data init"
"PBSMT","DeepNN","1","AI","PBSMT"
"SMT","DeepNN","1","AI","SMT"
"universal transformer base","DeepNN","1","AI","universal transformer base"
"MLM pretraining","DeepNN","1","AI","MLM pretraining"
"Attentional encoder-decoder + BPE","DeepNN","1","AI","Attentional encoder-decoder + BPE"
"NAT +FT + NPD","DeepNN","1","AI","NAT +FT + NPD"
"Denoising autoencoders (non-autoregressive)","DeepNN","1","AI","Denoising autoencoders (non-autoregressive)"
"Seq-KD + Seq-Inter + Word-KD","DeepNN","1","AI","Seq-KD + Seq-Inter + Word-KD"
"C2-50k Segmentation","DeepNN","1","AI","C2-50k Segmentation"
"Pervasive Attention","DeepNN","1","AI","Pervasive Attention"
"Transformer with FRAGE","DeepNN","1","AI","Transformer with FRAGE"
"Variational Attention","DeepNN","1","AI","Variational Attention"
"ConvS2S+Risk","DeepNN","1","AI","ConvS2S+Risk"
"ConvS2S (MLE+SLE)","DeepNN","1","AI","ConvS2S (MLE+SLE)"
"ConvS2S","DeepNN","1","AI","ConvS2S"
"Conv-LSTM (deep+pos)","DeepNN","1","AI","Conv-LSTM (deep+pos)"
"NPMT + language model","DeepNN","1","AI","NPMT + language model"
"RNNsearch","DeepNN","1","AI","RNNsearch"
"DCCL","DeepNN","1","AI","DCCL"
"Bi-GRU (MLE+SLE)","DeepNN","1","AI","Bi-GRU (MLE+SLE)"
"Word-level CNN wattn, input feeding","DeepNN","1","AI","Word-level CNN wattn, input feeding"
"Word-level LSTM wattn","DeepNN","1","AI","Word-level LSTM wattn"
"QRNN","DeepNN","1","AI","QRNN"
"SMT + iterative backtranslation (unsupervised)","DeepNN","1","AI","SMT + iterative backtranslation (unsupervised)"
"Linguistic Input Features","DeepNN","1","AI","Linguistic Input Features"
"Unsupervised NMT + weight-sharing","DeepNN","1","AI","Unsupervised NMT + weight-sharing"
"Unsupervised S2S with attention","DeepNN","1","AI","Unsupervised S2S with attention"
"ByteNet","DeepNN","1","AI","ByteNet"
"S2Tree+5gram NPLM","DeepNN","1","AI","S2Tree+5gram NPLM"
"Enc-Dec Att (char)","DeepNN","1","AI","Enc-Dec Att (char)"
"BPE word segmentation","DeepNN","1","AI","BPE word segmentation"
"Enc-Dec Att (BPE)","DeepNN","1","AI","Enc-Dec Att (BPE)"
"Unsupervised attentional encoder-decoder + BPE","DeepNN","1","AI","Unsupervised attentional encoder-decoder + BPE"
"DeepL","DeepNN","1","AI","DeepL"
"Transformer Big","DeepNN","1","AI","Transformer Big"
"Evolved Transformer Big","DeepNN","1","AI","Evolved Transformer Big"
"Transformer (big) + Relative Position Representations","DeepNN","1","AI","Transformer (big) + Relative Position Representations"
"Transformer Big with FRAGE","DeepNN","1","AI","Transformer Big with FRAGE"
"Weighted Transformer (large)","DeepNN","1","AI","Weighted Transformer (large)"
"LightConv","DeepNN","1","AI","LightConv"
"Evolved Transformer Base","DeepNN","1","AI","Evolved Transformer Base"
"Transformer + SRU","DeepNN","1","AI","Transformer + SRU"
"Transformer Base","DeepNN","1","AI","Transformer Base"
"ConvS2S (ensemble)","DeepNN","1","AI","ConvS2S (ensemble)"
"GNMT+RL","DeepNN","1","AI","GNMT+RL"
"SliceNet","DeepNN","1","AI","SliceNet"
"MoE","DeepNN","1","AI","MoE"
"Deep-Att","DeepNN","1","AI","Deep-Att"
"PBMT","DeepNN","1","AI","PBMT"
"Unsupervised PBSMT","DeepNN","1","AI","Unsupervised PBSMT"
"NSE-NSE","DeepNN","1","AI","NSE-NSE"
"Unsupervised NMT + Transformer","DeepNN","1","AI","Unsupervised NMT + Transformer"
"RNMT+","DeepNN","1","AI","RNMT+"
"ConvS2S BPE40k","DeepNN","1","AI","ConvS2S BPE40k"
"GRU BPE90k","DeepNN","1","AI","GRU BPE90k"
"BiGRU","DeepNN","1","AI","BiGRU"
"Deep Convolutional Encoder; single-layer decoder","DeepNN","1","AI","Deep Convolutional Encoder; single-layer decoder"
"Transformer Big + BT","DeepNN","1","AI","Transformer Big + BT"
"Deep-Att + PosUnk","DeepNN","1","AI","Deep-Att + PosUnk"
"LSTM6 + PosUnk","DeepNN","1","AI","LSTM6 + PosUnk"
"SMT+LSTM5","DeepNN","1","AI","SMT+LSTM5"
"RNN-search50*","DeepNN","1","AI","RNN-search50*"
"CSLM + RNN + WP","DeepNN","1","AI","CSLM + RNN + WP"
"Regularized LSTM","DeepNN","1","AI","Regularized LSTM"
"GRU+Attention","DeepNN","1","AI","GRU+Attention"
"Support Vector Machines","DeepNN","1","AI","Support Vector Machines"
"TF-KLD","DeepNN","1","AI","TF-KLD"
"Oracle IR Models","DeepNN","1","AI","Oracle IR Models"
"DeepNN","Machine Learning","1","AI","Default"
