"agent","task","method","result","metric"
"CapsNet","MultiMNIST","CapsNet","5.2","Percentage error"
"GPIPE","CIFAR-100","GPIPE","91.3","Percentage correct"
"SENet + ShakeEven + Cutout","CIFAR-100","SENet + ShakeEven + Cutout","84.59","Percentage correct"
"SENet + ShakeEven + Cutout","CIFAR-100","SENet + ShakeEven + Cutout","15.41","Percentage error"
"PyramidNet-272 + SWA","CIFAR-100","PyramidNet-272 + SWA","84.16","Percentage correct"
"DenseNet","CIFAR-100","DenseNet","82.62","Percentage correct"
"DenseNet","CIFAR-100","DenseNet","17.18","Percentage error"
"WRN+SWA","CIFAR-100","WRN+SWA","82.15","Percentage correct"
"Wide ResNet","CIFAR-100","Wide ResNet","81.15","Percentage correct"
"Wide ResNet","CIFAR-100","Wide ResNet","18.85","Percentage error"
"CoPaNet-R-164","CIFAR-100","CoPaNet-R-164","81.10","Percentage correct"
"CoPaNet-R-164","CIFAR-100","CoPaNet-R-164","18.90","Percentage error"
"SimpleNetv2","CIFAR-100","SimpleNetv2","80.29","Percentage correct"
"SimpleNetv1","CIFAR-100","SimpleNetv1","78.37","Percentage correct"
"ResNet-1001","CIFAR-100","ResNet-1001","77.3","Percentage correct"
"ResNet-1001","CIFAR-100","ResNet-1001","22.71","Percentage error"
"Evolution","CIFAR-100","Evolution","77","Percentage correct"
"SSCNN","CIFAR-100","SSCNN","75.7","Percentage correct"
"Exponential Linear Units","CIFAR-100","Exponential Linear Units","75.7","Percentage correct"
"Stochastic Depth","CIFAR-100","Stochastic Depth","75.42","Percentage correct"
"Stochastic Depth","CIFAR-100","Stochastic Depth","24.58","Percentage error"
"Fractional MP","CIFAR-100","Fractional MP","73.6","Percentage correct"
"ResNet+ELU","CIFAR-100","ResNet+ELU","73.5","Percentage correct"
"Deep Complex","CIFAR-100","Deep Complex","72.9","Percentage correct"
"Tuned CNN","CIFAR-100","Tuned CNN","72.6","Percentage correct"
"CMsC","CIFAR-100","CMsC","72.4","Percentage correct"
"Fitnet4-LSUV","CIFAR-100","Fitnet4-LSUV","72.3","Percentage correct"
"BNM NiN","CIFAR-100","BNM NiN","71.1","Percentage correct"
"BNM NiN","CIFAR-100","BNM NiN","28.86","Percentage error"
"MIM","CIFAR-100","MIM","70.8","Percentage correct"
"NiN+APL","CIFAR-100","NiN+APL","69.2","Percentage correct"
"SWWAE","CIFAR-100","SWWAE","69.1","Percentage correct"
"NiN+Superclass+CDJ","CIFAR-100","NiN+Superclass+CDJ","69","Percentage correct"
"MLR DNN","CIFAR-100","MLR DNN","68.5","Percentage correct"
"Spectral Representations for Convolutional Neural Networks","CIFAR-100","Spectral Representations for Convolutional Neural Networks","68.4","Percentage correct"
"RCNN-96","CIFAR-100","RCNN-96","68.3","Percentage correct"
"VDN","CIFAR-100","VDN","67.8","Percentage correct"
"VDN","CIFAR-100","VDN","32.34","Percentage error"
"DCNN+GFE","CIFAR-100","DCNN+GFE","67.7","Percentage correct"
"Tree+Max-Avg pooling","CIFAR-100","Tree+Max-Avg pooling","67.6","Percentage correct"
"HD-CNN","CIFAR-100","HD-CNN","67.4","Percentage correct"
"HD-CNN","CIFAR-100","HD-CNN","32.62","Percentage error"
"Universum Prescription","CIFAR-100","Universum Prescription","67.2","Percentage correct"
"ACN","CIFAR-100","ACN","66.3","Percentage correct"
"Deep Networks with Internal Selective Attention through Feedback Connections","CIFAR-100","Deep Networks with Internal Selective Attention through Feedback Connections","66.2","Percentage correct"
"DSN","CIFAR-100","DSN","65.4","Percentage correct"
"Deep Representation Learning with Target Coding","CIFAR-100","Deep Representation Learning with Target Coding","64.8","Percentage correct"
"NiN","CIFAR-100","NiN","64.3","Percentage correct"
"NiN","CIFAR-100","NiN","35.68","Percentage error"
"Tree Priors","CIFAR-100","Tree Priors","63.2","Percentage correct"
"DNN+Probabilistic Maxout","CIFAR-100","DNN+Probabilistic Maxout","61.9","Percentage correct"
"Maxout Network (k=2)","CIFAR-100","Maxout Network (k=2)","61.43","Percentage correct"
"Maxout Network (k=2)","CIFAR-100","Maxout Network (k=2)","38.57","Percentage error"
"Stable and Efficient Representation Learning with Nonnegativity Constraints ","CIFAR-100","Stable and Efficient Representation Learning with Nonnegativity Constraints ","60.8","Percentage correct"
"RReLU","CIFAR-100","RReLU","59.8","Percentage correct"
"Stochastic Pooling","CIFAR-100","Stochastic Pooling","57.5","Percentage correct"
"Smooth Pooling Regions","CIFAR-100","Smooth Pooling Regions","56.3","Percentage correct"
"Receptive Field Learning","CIFAR-100","Receptive Field Learning","54.2","Percentage correct"
"IIC","STL-10","IIC","88.8","Percentage correct"
"Cutout","STL-10","Cutout","87.26","Percentage correct"
"CC-GAN²","STL-10","CC-GAN²","77.79","Percentage correct"
"SWWAE","STL-10","SWWAE","74.33","Percentage correct"
"Convolutional Clustering","STL-10","Convolutional Clustering","74.1","Percentage correct"
"Deep Representation Learning with Target Coding","STL-10","Deep Representation Learning with Target Coding","73.15","Percentage correct"
"Discriminative Unsupervised Feature Learning with Convolutional Neural Networks","STL-10","Discriminative Unsupervised Feature Learning with Convolutional Neural Networks","72.8","Percentage correct"
"An Analysis of Unsupervised Pre-training in Light of Recent Advances","STL-10","An Analysis of Unsupervised Pre-training in Light of Recent Advances","70.2","Percentage correct"
"Multi-Task Bayesian Optimization","STL-10","Multi-Task Bayesian Optimization","70.1","Percentage correct"
"C-SVDDNet","STL-10","C-SVDDNet","68.23","Percentage correct"
"DFF Committees","STL-10","DFF Committees","68","Percentage correct"
"Nonnegativity Constraints ","STL-10","Nonnegativity Constraints ","67.9","Percentage correct"
"RGB-D Based Object Recognition","STL-10","RGB-D Based Object Recognition","64.5","Percentage correct"
"CKN","STL-10","CKN","62.32","Percentage correct"
"Discriminative Learning of Sum-Product Networks","STL-10","Discriminative Learning of Sum-Product Networks","62.3","Percentage correct"
"Simulated Fixations","STL-10","Simulated Fixations","61","Percentage correct"
"No more meta-parameter tuning in unsupervised sparse feature learning","STL-10","No more meta-parameter tuning in unsupervised sparse feature learning","61","Percentage correct"
"Receptive Fields","STL-10","Receptive Fields","60.1","Percentage correct"
"Invariant Representations with Local Transformations","STL-10","Invariant Representations with Local Transformations","58.7","Percentage correct"
"Pooling-Invariant","STL-10","Pooling-Invariant","58.28","Percentage correct"
"Deep Learning of Invariant Features via Simulated Fixations in Video","STL-10","Deep Learning of Invariant Features via Simulated Fixations in Video","56.5","Percentage correct"
"Large FC CRF","MSRC-21 (per-class)","Large FC CRF","80.9","Percentage correct"
"Harmony Potentials","MSRC-21 (per-class)","Harmony Potentials","80","Percentage correct"
"Describing the Scene as a Whole: Joint Object Detection, Scene Classification and Semantic Segmentation","MSRC-21 (per-class)","Describing the Scene as a Whole: Joint Object Detection, Scene Classification and Semantic Segmentation","79","Percentage correct"
"MPP","MSRC-21 (per-class)","MPP","78.2","Percentage correct"
"FC CRF","MSRC-21 (per-class)","FC CRF","78","Percentage correct"
"HCRF+CO","MSRC-21 (per-class)","HCRF+CO","77","Percentage correct"
"Are Spatial and Global Constraints Really Necessary for Segmentation?","MSRC-21 (per-class)","Are Spatial and Global Constraints Really Necessary for Segmentation?","77","Percentage correct"
"Kernelized SSVMCRF","MSRC-21 (per-class)","Kernelized SSVMCRF","76","Percentage correct"
"PMG","MSRC-21 (per-class)","PMG","72.8","Percentage correct"
"Auto-Context","MSRC-21 (per-class)","Auto-Context","69","Percentage correct"
"STF","MSRC-21 (per-class)","STF","67","Percentage correct"
"TextonBoost","MSRC-21 (per-class)","TextonBoost","57","Percentage correct"
"HCRF+CO","MSRC-21 (per-pixel)","HCRF+CO","87","Percentage correct"
"Large FC CRF","MSRC-21 (per-pixel)","Large FC CRF","86.8","Percentage correct"
"FC CRF","MSRC-21 (per-pixel)","FC CRF","86","Percentage correct"
"Describing the Scene as a Whole: Joint Object Detection, Scene Classification and Semantic Segmentation","MSRC-21 (per-pixel)","Describing the Scene as a Whole: Joint Object Detection, Scene Classification and Semantic Segmentation","86","Percentage correct"
"Are Spatial and Global Constraints Really Necessary for Segmentation?","MSRC-21 (per-pixel)","Are Spatial and Global Constraints Really Necessary for Segmentation?","85","Percentage correct"
"MPP","MSRC-21 (per-pixel)","MPP","85","Percentage correct"
"Harmony Potentials","MSRC-21 (per-pixel)","Harmony Potentials","83","Percentage correct"
"Kernelized SSVMCRF","MSRC-21 (per-pixel)","Kernelized SSVMCRF","82","Percentage correct"
"PatchMatchGraph","MSRC-21 (per-pixel)","PatchMatchGraph","79","Percentage correct"
"Auto-Context","MSRC-21 (per-pixel)","Auto-Context","78","Percentage correct"
"STF","MSRC-21 (per-pixel)","STF","72","Percentage correct"
"TextonBoost","MSRC-21 (per-pixel)","TextonBoost","72","Percentage correct"
"WRN + fixup init + mixup + cutout","SVHN","WRN + fixup init + mixup + cutout","1.4","Percentage error"
"EraseReLU","SVHN","EraseReLU","1.54","Percentage error"
"CoPaNet-R-164","SVHN","CoPaNet-R-164","1.58","Percentage error"
"DenseNet","SVHN","DenseNet","1.59","Percentage error"
"Tree+Max-Avg pooling","SVHN","Tree+Max-Avg pooling","1.69","Percentage error"
"Wide ResNet","SVHN","Wide ResNet","1.7","Percentage error"
"Stochastic Depth","SVHN","Stochastic Depth","1.75","Percentage error"
"CMsC","SVHN","CMsC","1.76","Percentage error"
"RCNN-96","SVHN","RCNN-96","1.77","Percentage error"
"BNM NiN","SVHN","BNM NiN","1.81","Percentage error"
"DSN","SVHN","DSN","1.92","Percentage error"
"MLR DNN","SVHN","MLR DNN","1.92","Percentage error"
"Regularization of Neural Networks using DropConnect","SVHN","Regularization of Neural Networks using DropConnect","1.94","Percentage error"
"MIM","SVHN","MIM","1.97","Percentage error"
"FractalNet","SVHN","FractalNet","2.01","Percentage error"
"BinaryConnect","SVHN","BinaryConnect","2.15","Percentage error"
"DCNN","SVHN","DCNN","2.16","Percentage error"
"Network in Network","SVHN","Network in Network","2.35","Percentage error"
"ReNet","SVHN","ReNet","2.38","Percentage error"
"Maxout","SVHN","Maxout","2.47","Percentage error"
"Stochastic Pooling","SVHN","Stochastic Pooling","2.8","Percentage error"
"Deep Complex","SVHN","Deep Complex","3.3","Percentage error"
"FLSCNN","SVHN","FLSCNN","3.96","Percentage error"
"Convolutional neural networks applied to house numbers digit classification","SVHN","Convolutional neural networks applied to house numbers digit classification","4.9","Percentage error"
"CLS-GAN","SVHN","CLS-GAN","5.98","Percentage error"
"GPIPE","ImageNet","GPIPE","84.3","Top 1 Accuracy"
"GPIPE","ImageNet","GPIPE","97","Top 5 Accuracy"
"AmoebaNet-A","ImageNet","AmoebaNet-A","83.9","Top 1 Accuracy"
"NASNET-A(6)","ImageNet","NASNET-A(6)","82.7","Top 1 Accuracy"
"NASNET-A(6)","ImageNet","NASNET-A(6)","96.2","Top 5 Accuracy"
"SENet","ImageNet","SENet","82.7","Top 1 Accuracy"
"SENet","ImageNet","SENet","96.2","Top 5 Accuracy"
"DPN-131","ImageNet","DPN-131","81.5","Top 1 Accuracy"
"DPN-131","ImageNet","DPN-131","95.8","Top 5 Accuracy"
"PolyNet","ImageNet","PolyNet","81.3","Top 1 Accuracy"
"PolyNet","ImageNet","PolyNet","95.8","Top 5 Accuracy"
"ResNeXt-101","ImageNet","ResNeXt-101","80.9","Top 1 Accuracy"
"ResNeXt-101","ImageNet","ResNeXt-101","95.6","Top 5 Accuracy"
"Inception ResNet V2","ImageNet","Inception ResNet V2","80.1","Top 1 Accuracy"
"Inception ResNet V2","ImageNet","Inception ResNet V2","95.1","Top 5 Accuracy"
"JFT-300M Finetuning","ImageNet","JFT-300M Finetuning","79.2","Top 1 Accuracy"
"JFT-300M Finetuning","ImageNet","JFT-300M Finetuning","94.7","Top 5 Accuracy"
"Xception","ImageNet","Xception","79","Top 1 Accuracy"
"Xception","ImageNet","Xception","94.5","Top 5 Accuracy"
"ResNet-152 + SWA","ImageNet","ResNet-152 + SWA","78.94","Top 1 Accuracy"
"Inception V3","ImageNet","Inception V3","78.8","Top 1 Accuracy"
"Inception V3","ImageNet","Inception V3","94.4","Top 5 Accuracy"
"DenseNet-161 + SWA","ImageNet","DenseNet-161 + SWA","78.44","Top 1 Accuracy"
"Inception V2","ImageNet","Inception V2","74.8","Top 1 Accuracy"
"Inception V2","ImageNet","Inception V2","92.2","Top 5 Accuracy"
"ShuffleNet","ImageNet","ShuffleNet","70.9","Top 1 Accuracy"
"ShuffleNet","ImageNet","ShuffleNet","89.8","Top 5 Accuracy"
"MobileNet-224","ImageNet","MobileNet-224","70.6","Top 1 Accuracy"
"MobileNet-224","ImageNet","MobileNet-224","89.5","Top 5 Accuracy"
"Inception V1","ImageNet","Inception V1","69.8","Top 1 Accuracy"
"Inception V1","ImageNet","Inception V1","89.9","Top 5 Accuracy"
"SE-ResNet152  WMW","ImageNet","SE-ResNet152  WMW","0.02251","Error rate"
"Trimps-Soushen","ImageNet","Trimps-Soushen","0.02991","Error rate"
"MSRA","ImageNet","MSRA","0.03567","Error rate"
"VGG","ImageNet","VGG","0.07405","Error rate"
"Clarifai","ImageNet","Clarifai","0.11743","Error rate"
"AlexNet  SuperVision","ImageNet","AlexNet  SuperVision","0.16422","Error rate"
"XRCE","ImageNet","XRCE","0.2577","Error rate"
"NEC UIUC","ImageNet","NEC UIUC","0.28191","Error rate"
"Random Erasing","Fashion-MNIST","Random Erasing","3.65","Percentage error"
"RMDL","MNIST","RMDL","0.18","Percentage error"
"SimpleNetv1","MNIST","SimpleNetv1","0.2","Percentage error"
"DropConnect","MNIST","DropConnect","0.21","Percentage error"
"APAC","MNIST","APAC","0.23","Percentage error"
"MCDNN","MNIST","MCDNN","0.23","Percentage error"
"BNM NiN","MNIST","BNM NiN","0.24","Percentage error"
"Tree+Max-Avg pooling","MNIST","Tree+Max-Avg pooling","0.29","Percentage error"
"RCNN-96","MNIST","RCNN-96","0.31","Percentage error"
"Fractional MP","MNIST","Fractional MP","0.32","Percentage error"
"CMsC","MNIST","CMsC","0.33","Percentage error"
"DBSNN","MNIST","DBSNN","0.35","Percentage error"
"C-SVDDNet","MNIST","C-SVDDNet","0.35","Percentage error"
"MIM","MNIST","MIM","0.35","Percentage error"
"FLSCNN","MNIST","FLSCNN","0.37","Percentage error"
"Fitnet-LSUV-SVM","MNIST","Fitnet-LSUV-SVM","0.38","Percentage error"
"Energy-Based Sparse Represenation","MNIST","Energy-Based Sparse Represenation","0.39","Percentage error"
"DSN","MNIST","DSN","0.39","Percentage error"
"CKN","MNIST","CKN","0.39","Percentage error"
"Best Practices for Convolutional Neural Networks Applied to Visual Document Analysis","MNIST","Best Practices for Convolutional Neural Networks Applied to Visual Document Analysis","0.4","Percentage error"
"HOPE","MNIST","HOPE","0.4","Percentage error"
"MLR DNN","MNIST","MLR DNN","0.42","Percentage error"
"Maxout Networks","MNIST","Maxout Networks","0.45","Percentage error"
"ReNet","MNIST","ReNet","0.45","Percentage error"
"VDN","MNIST","VDN","0.45","Percentage error"
"DCNN+GFE","MNIST","DCNN+GFE","0.46","Percentage error"
"NiN","MNIST","NiN","0.47","Percentage error"
"COSFIRE","MNIST","COSFIRE","0.52","Percentage error"
"The Best Multi-Stage Architecture","MNIST","The Best Multi-Stage Architecture","0.53","Percentage error"
"Deformation Models","MNIST","Deformation Models","0.54","Percentage error"
"Trainable feature extractor","MNIST","Trainable feature extractor","0.54","Percentage error"
"ISVM","MNIST","ISVM","0.56","Percentage error"
"Sparse Coding","MNIST","Sparse Coding","0.59","Percentage error"
"invariant feature hierarchies","MNIST","invariant feature hierarchies","0.62","Percentage error"
"PCANet","MNIST","PCANet","0.62","Percentage error"
"Shape contexts","MNIST","Shape contexts","0.63","Percentage error"
"Receptive Field Learning","MNIST","Receptive Field Learning","0.64","Percentage error"
"CNN+Gabor Filters","MNIST","CNN+Gabor Filters","0.68","Percentage error"
"On Optimization Methods for Deep Learning","MNIST","On Optimization Methods for Deep Learning","0.69","Percentage error"
"Deep Fried Convnets","MNIST","Deep Fried Convnets","0.71","Percentage error"
"Sparse Activity and Sparse Connectivity in Supervised Learning","MNIST","Sparse Activity and Sparse Connectivity in Supervised Learning","0.75","Percentage error"
"Explaining and Harnessing Adversarial Examples","MNIST","Explaining and Harnessing Adversarial Examples","0.78","Percentage error"
"CDBN","MNIST","CDBN","0.82","Percentage error"
"Supervised Translation-Invariant Sparse Coding","MNIST","Supervised Translation-Invariant Sparse Coding","0.84","Percentage error"
"Large-Margin kNN","MNIST","Large-Margin kNN","0.94","Percentage error"
"Deep Boltzmann Machines","MNIST","Deep Boltzmann Machines","0.95","Percentage error"
"BinaryConnect","MNIST","BinaryConnect","1.01","Percentage error"
"StrongNet","MNIST","StrongNet","1.1","Percentage error"
"DBN","MNIST","DBN","1.12","Percentage error"
"CNN","MNIST","CNN","1.19","Percentage error"
"Reducing the dimensionality of data with neural networks","MNIST","Reducing the dimensionality of data with neural networks","1.2","Percentage error"
"Convolutional Clustering","MNIST","Convolutional Clustering","1.4","Percentage error"
"Deep learning via semi-supervised embedding","MNIST","Deep learning via semi-supervised embedding","1.5","Percentage error"
"Counterfactual Regression + WASS","IDHP","Counterfactual Regression + WASS","0.27","Average Treatment Effect Error"
"TARNet","IDHP","TARNet","0.28","Average Treatment Effect Error"
"OLS with separate regressors for each treatment ","IDHP","OLS with separate regressors for each treatment ","0.31","Average Treatment Effect Error"
"BART","IDHP","BART","0.34","Average Treatment Effect Error"
"Causal Forest","IDHP","Causal Forest","0.40","Average Treatment Effect Error"
"Balancing Neural Network","IDHP","Balancing Neural Network","0.42","Average Treatment Effect Error"
"k-NN","IDHP","k-NN","0.79","Average Treatment Effect Error"
"Balancing Linear Regression","IDHP","Balancing Linear Regression","0.93","Average Treatment Effect Error"
"OLS with treatments as a feature","IDHP","OLS with treatments as a feature","0.94","Average Treatment Effect Error"
"Random Forest","IDHP","Random Forest","0.96","Average Treatment Effect Error"
"DCRNN","METR-LA","DCRNN","3.60","MAE @ 12 step"
"MT-DNN","Quora Question Pairs","MT-DNN","89.6","Accuracy"
"DIIN","Quora Question Pairs","DIIN","89.06","Accuracy"
"Bi-CAS-LSTM","Quora Question Pairs","Bi-CAS-LSTM","88.6","Accuracy"
"pt-DecAtt","Quora Question Pairs","pt-DecAtt","88.40","Accuracy"
"BiMPM","Quora Question Pairs","BiMPM","88.17","Accuracy"
"GenSen","Quora Question Pairs","GenSen","87.01","Accuracy"
"Linear FullPosterior-MR","Mushroom","Linear FullPosterior-MR","1.82","Cumulative regret"
"NeuralLinear FullPosterior-MR","Mushroom","NeuralLinear FullPosterior-MR","1.92","Cumulative regret"
"SwiDeN","Photo-Art-50","SwiDeN","93.02","Overall Accuracy"
"MVCNN-MultiRes","ModelNet40","MVCNN-MultiRes","93.8","Accuracy"
"FPNN (4-FCs + NF)","ModelNet40","FPNN (4-FCs + NF)","88.4","Accuracy"
"Variational Shape Learner","ModelNet40","Variational Shape Learner","84.5","Accuracy"
"Parsing R-CNN + ResNext101","CIHP","Parsing R-CNN + ResNext101","61.1","Mean IoU"
"PGN + ResNet101","CIHP","PGN + ResNet101","55.8","Mean IoU"
"Parsing R-CNN + ResNext101","MHP v2.0","Parsing R-CNN + ResNext101","41.8","Mean IoU"
"BERTSUM","CNN  Daily Mail","BERTSUM","20.24","ROUGE-2"
"BERTSUM+Transformer","CNN  Daily Mail","BERTSUM+Transformer","43.25","ROUGE-1"
"BERTSUM+Transformer","CNN  Daily Mail","BERTSUM+Transformer","20.24","ROUGE-2"
"BERTSUM+Transformer","CNN  Daily Mail","BERTSUM+Transformer","39.63","ROUGE-L"
"Bottom-Up Sum","CNN  Daily Mail","Bottom-Up Sum","32.75","PPL"
"Bottom-Up Sum","CNN  Daily Mail","Bottom-Up Sum","41.22","ROUGE-1"
"Bottom-Up Sum","CNN  Daily Mail","Bottom-Up Sum","18.68","ROUGE-2"
"Bottom-Up Sum","CNN  Daily Mail","Bottom-Up Sum","38.34","ROUGE-L"
"C2F + ALTERNATE","CNN  Daily Mail","C2F + ALTERNATE","23.6","PPL"
"C2F + ALTERNATE","CNN  Daily Mail","C2F + ALTERNATE","31.1","ROUGE-1"
"C2F + ALTERNATE","CNN  Daily Mail","C2F + ALTERNATE","15.4","ROUGE-2"
"C2F + ALTERNATE","CNN  Daily Mail","C2F + ALTERNATE","28.8","ROUGE-L"
"GPT-2","CNN  Daily Mail","GPT-2","29.34","ROUGE-1"
"GPT-2","CNN  Daily Mail","GPT-2","8.27","ROUGE-2"
